CC_PROPERTY_ID,PUBLIC_LISTING_COMMENTS
184171475,"beautiful brick tudor,sd #14,large livingroom with stone fireplace,large formal dining room,gleaming hardwood floors w/inlay border thru-out,large eat in kitchen,entrance to enclosed porch and large deck with partially screened in section,3 bedrooms,2 bath,gas burner,sep. hw tank,full finished basement,close to gibson lirr. no sandy damage. must see.,additional information: appearance:excel +,separate hotwater heater:yes"
802850217,"very unique custom home in hemstreet park in mechanicville / schaghticoke with views of the hudson river. home features three bedrooms, three full bathrooms and a wonderful master suite including skylights, a den, a garden tub and two very large closets. the home features radiant floor heating, two cooktops and plenty of space! lovely walkouts on the top floor to a nice backyard."
188204741,"lot clearing underway! new construction in 8 lot cul de sac brittany court,5 left! see mls attachments for site plan and basic feature list. contact listing agents for further details ginger sicurella 631-806-2809"
497810310,"a-o inspection was done,contracts out. low-cost flood insurance,($1,100 annually) house is in a 100-year floodplain zone with a very slight chance for floods. pump station located on adjacent property. 2 fruit trees as seen on the photos. submit your offer today! the seller will review & consider all offers."
483696423,
250357148,"unique 2006 built 3 bdrm, 2 full bath no-step ranch. 1784 sq ft affords you great sized rooms, vaulted ceilings, woodburning fireplace and huge kitchen island w/ breakfast bar. back patio, off the morning room, looks out on 3 wooded acres with a stocked pond. detached 24x30 garage w/ power. enhanced accessibility. geothermal heat. this home is part of the 100% money back guarantee program."
184103897,move right into this lovely unit. with beautifully done hardwood floors throughout house. updated kitchen and baths. totally redone basement with porcelain floor. don't miss this one move right in!
498125475,"looking for a home with history,character,and just enough chaos to keep things interesting? this 1870 victorian with 2 beds,1 bath,and over 2,100 sq ft of potential on nearly 3 acres is your diamond-in-theslightly-overgrown-rough. featuring a metal roof (so it won’t cry when it rains),a detached garage that has definitely seen some things,and a kitchen large enough for cooking and parties. yes,it needs love. yes,it needs floors. yes,it might still have a few surprise “belongings.” but if you’ve got vision (and maybe a pressure washer),this place is a quirky country classic just waiting for a glow-up. the home will be left uncleaned,and could have some unwanted belongings but is priced lower for a fast sale. buyer may need to be flexible on closing dates. sold in as is condition."
541916577,"***luxury, hi-rise***subway & bus are within 2 blocks***shopping, services & parks, just a few blocks away***24/7 full-service desk, remodeled lobby, co-op laundry room & parking available*updated* kit w/stainless steel appliances, (2)spacious-br's, (2) updated, full-ba's. screened-in balcony, double-pane windows & (5)floor-to-ceiling closets*freshly painted*move-in condition."
185231759,"breathtaking setting on private 4 acres complete with stream. beautiful cherry kitchen,large principal rooms. 3 car garage with storage or special use 2nd floor. offers many possibilities."
185137229,"beautiful custom built *one owner* home boasts wall of windows to enjoy the lake throughout the 4 seasons. from the wrap around deck to the loft, this one is special! 2x6' construction. full basement with finished space for extra kitchen and rec room plus a workshop area with an exterior egress. recently reinforced rock wall to prevent erosion, this large yard with mature pines is a perfect spot! the openness to the interior offers flexible use! kitchen & bar w/stools open to dining area and full living room w/gas fplc & beamed cathedral ceilings. 1st floor bedroom & bath & laundry for easy living! 2nd floor loft/office leads to 2 more bedrooms & full bath. irrigation system, central air, whole house generator. wonderful neighborhood! 100%moneybackguaranteeprogram"
498421599,"welcome to 2 laurel street,in-town living,three-bedroom updated colonial. located in the heart of downtown,within a short distance to rye's bustling restaurant scene and most importantly,the train station for those commuting to nyc; this home is newly renovated. additionally,this home is located around the corner from rye middle and high school,nursery schools and steps to fitness facilities and educational services such as the nature center,ymca,arts center,and more all within a 5-minute walk. this well-maintained home offers a comfortable and convenient lifestyle,featuring a deck for outdoor enjoyment and a separate garage workspace for your creative pursuits. take a moment to explore the wonderful features of this delightful property: a spacious and inviting living area with ample natural light and a cozy fireplace. oak floors with two-zone radiant heat throughout the first floor plus a well-appointed kitchen with modern appliances,including ge and frigidaire. the kitchen island doubles as storage and an eik,boasts a double sink and honed granite countertops,a comfortable dining area for enjoying meals with family and friends. upstairs,the primary bedroom features an ensuite bathroom plus two additional bedrooms,a full bath + laundry complete the second floor. the lower level offers additional storage,play or office space. and of course,you can't rave about this home without mentioning its proximity to rye's iconic jerry's post road market,where the rye community goes for their morning coffee to chat about friday night football games or to purchase its infamous chicken cutlet sandwiches at lunchtime. move right in and start enjoying all this home and rye have to offer."
498060744,"3 family with some freeze damage, otherwise in good condtion. convenient location, off street parking."
188203091,"beautifully renovated young victorian with beautiful fully fenced yard and deck. this three bedroom 2 1/2 bathroom colonial is waiting for it's new occupants! this property has hardwood floors throughout,beautifully updated kitchen and bathrooms and central air. just minutes from stony brook university,stony brook university hospital,saint charles and mather hospitals. beautifully landscaped property in a quiet residential neighborhood! front deck is being replaced.,additional information: appearance:mint"
185623820,"adorable 3 bedroom freshly painted ranch with eat in kitchen ,large living room featuring hardwoods througout decent size recently fenced in backyard with double wide driveway along with deep garage providing room for extra storage. at this great price along with some finishing touches this house could make a great home!!"
650012745,no offer considered accepted until a lease is fully executed and delivered. all tenant applicants are required to fill an application through the national tenant network. proof of income is required.
663576594,"perfection! welcome to this exquisite, former model, luxury ranch townhome boasting the finest materials & superior craftsmanship!! 3 bedrooms, 3 full bathrooms: 2,200 sf on main level plus 1,316 sf finished lower level. main suite with gas fireplace, walk-in closet & lavish bathroom. enjoy views of locust hill cc golf course from the bright open floor plan featuring great room with wood-beamed cathedral ceiling & two-story gas fireplace. gourmet kitchen showcasing granite counters, premium cabinetry, upgraded appliances, walk-in pantry & dining area with built-in hutch. main level includes a study with french doors & built-ins, laundry room, mud room with cubbies & wide-plank hardwood floors. finished lower level with rec area, bar/kitchen, bedroom & bath is ideal for entertaining or guests. covered deck with beaded ceiling. stone patio. attached 2 car garage w/charging station. low-maintenance stone & vinyl shake siding. cul-de-sac street with gazebo. enjoy nearby ymca, village of pittsford, erie canal & convenient shopping. experience luxury living at its finest in this meticulously designed & professionally decorated residence! delayed negotiations until wed, march 6 at 1:00pm."
187908533,"immaculate 3br, 2b ranch full of upgrades! new custom built kitchen by bernard hough & new kitchen window. new flooring throughout, new owner's bath, new central air coils/cabinet, new gas furnace (12/2019) & ductwork, new living room window, new skylight in bathroom. freshly painted throughout, whole house water purifier, double oven, radon mitigation system, electric fireplace, dry basement w/high ceilings, over the garage storage w/pull down stair access & electric car recharger in garage. tv stays. great view from the deck! must see to appreciate!"
102820073,"welcome home to 110 stillwell. this village of kenmore charmer is ready for you to make it your own. an inviting front porch welcomes you into a spacious, freshly painted main floor that boasts fantastic formal dining, living room & sunroom spaces. entertain with ease in the bright, open kitchen. offering three generous bedrooms, new carpeting throughout and an expansive walk-in attic this house delivers. over $20k in upgrades in the past 5 years include an architectural roof, new windows & 90% h/e furnace to name a few! enjoy the outdoors on your covered front porch and patio in the fully fenced backyard. close to many conveniences and only minutes to downtown. schedule your private tour today!"
183500666,"immaculate classic traditional steps from pittsford village! flexible floor plan offers option for true in-law with private bath. extra large kitchen, 4 car garage, back stairs to bonus room. much, much more. immediate occupancy possible."
184561307,"move right into this bright and spacious brick ranch in the village of great neck featuring an open and inviting layout,renovated eat-in-kitchen,3 spacious bedrooms,large trex deck overlooking oversized lush property,2-car garage,full finished basement with entertaining space,storage and laundry. part of the great neck parks district with access to parkwood pool,tennis,ice skating rink and steppingstone waterfront park.,additional information: appearance:excellent"
185426099,"home is larger than it looks,deal fell through,new vinyl tilt double hung maintence free windows,new beige neutral carpets,new interior paint,updated bath full basement that is dry,some landscaping,new roof much larger than it looks from the road first floor laundry,first floor bedroomroom,first floor laundry,light oak cabinets,cheaper than rent,steam heat gas fired,little construction going on excuse the mess ...thanks very motivated seller"
428767029,"versatile floor plan features a dramatic entry with cathedral ceiling and soaring windows. great room w/ wood burning fp, formal dining room, family room, and generously large kitchen. first floor master with en suite and an additional 4 large secondary bedrooms. (possible 2nd master) finished basement includes four additional rooms! entertainers delight and much more!"
184154399,"4 br cape, 2 bath, close to lirr / train. house is extended. tree lined street in valley stream school district #13."
498615624,"elegant and stylish center hall colonial surrounded by expert craftsmanship transformed from a ranch in 2002! step into the spacious open floor which is perfect for entertaining as well,you have a gourmet chef's style eat in ktichen w/stainless steel appliances,center island and a capital professional cooking range a large living room w/wood burning fplc,and formal dining room,sliders to large tri level trek deck and a family room/den. the second level has a master bedroom w/vaulted ceilings,a huge walk in closet and master bathm 2 additional bedrooms and full hall bath as well. a full finished basement with corked flooring,laundry room,a large mud room with door to outside.bsmt sq ft not included additional 886. hardwood floors throughout home,custom built ins,custom moldings,wainscoting,ample closet space and just a great overall layout! central air/central vac,detached 1 car garage and beautiful manicured grounds and property! a special home and rare find!!"
497858175,"this 2nd flloor unit is in the highly sought after condo complex of washington green the complex has a pool,clubhouse,tennis,tot lot and is close to stores this complaxex is kept up beautifully it has an open floor plan. this is a short sale"
667154151,submit all offers with pre-approval or proof of funds to juliamazza@bhhswestchester.com
103196240,24 notice for show
497178846,"great family 2 story colonial house wrapped in vinyl siding w/new steel roof & tankless hw heater. updated kit w/natural hickory cabinetry & lots of storage & counter space. 2 updated bathrooms,1st flr laundry & den/ bdrm plus 3 nice sized bdrms upstairs. all the joy of country living w/the modern convenience of national fuel/high speed internet(time warner). walk-out basement. nearly an acre lot w/amish blt garage,small barn for chickens/ducks & great tree fort. blackberries/grapes/blueberries. house is within walking dist of town park & short drive from erie co forest. great fam living."
103117622,"pvrm-seller will entertain offers btwn $129,900-$149,876 beautiful custom ranch/exquisite detail/large master br with sitting area & whirlpool tub/stained glass/ceramic tile/some hdwd flrs/bay window/skylight/own.fin. poss."
505166640,"beautiful views from this wonderful home in putnam valley schools,the deck in the back is wonderful for entertaining as is the completely renovated kitchen. basement has high ceiling allowing for play room or media center. stainless steel kitchen,gas fireplace,open floor plan and much more in this beautiful home.taxes do not reflect the star reduction. additional information: heatingfuel:oil above ground,parkingfeatures:1 car attached,"
462014208,"24 hour notice for all showings. agent must send signed covid 19 forms (documents)plus buyers proof of funds or pre-approval letter to confirm appointments. must remove shoes and wear masks. large duplex apt is owner occupied,a two bed in-law unit on ground floor that is connected to three bed first floor owners unit. second floor has two one bedroom units. one unit on 2nd floor is rented $1500 month and one unit is vacant."
649781268,"modern 3 bedroom, 2 full bath unit available now. spacious living room, formal dining room, and stylish kitchen. 1st floor laundry too! front porch for sitting and shared backyard also. (lawn care provided!!) private driveway enough for 2. efficient natural gas heat. walking distance to playground, stores, and eateries. some utilities included. call or text to schedule your showing~"
186547043,"showings thru la~ sale may be subject to term & conditions of an offering plan. all info should be verified by buyer or buyers agent. all offers should be accompanied by pre-approval/proof of funds. no commission due until title is passed @ closing. listing pictures should not be used without consent from la,taxes must be verified by agents"
645877644,"55+ manufactured home community - nice 2 bedroom, 2 bath home with florida room, & patio area for outside entertaining. includes outdoor pool, clubhouse, outdoor park, curbside mail delivery, town water, cesspool maintenance - come enjoy all the amenities that glenwood village has to offer."
651066636,"unique contemporary home designed to bring in the views of nature and light creating a peaceful retreat on 28 hilltop acres. with a backdrop of the majestic catskill mountains, the hudson river and hudson valley farmland you are immediately drawn into the ever-changing 100 mile view of the best of columbia county. sounds of a waterfall streaming into the japanese koi pond offers a zen setting with its stone walls and walkways. this immaculate home begins in the first floor great room with a two story glass window that frames the view, a soaring fieldstone fireplace, a private master suite with its own screen porch, updated kitchen and cozy office/den. second floor master suite, office/br with fireplace, and an additional bedroom with a glorious bath. third floor loft space. separate three-car garage with open studio and bath. pathways through the woods along rock outcroppings to a giant glacier erratic - the magic boulder. situated next to the berkshires. chatham and hudson nearby."
184096049,sale may be subject to term & conditions of an offering plan.
696971802,"top floor one-bedroom unit with panoramic views of the long island sound. spacious and light-filled interior spaces include a recently renovated galley kitchen with custom cherry cabinets and granite counter tops. large corner living room with open views. a hallway off the foyer allows separate privacy from the main living area and leads to the large bedroom and fully renovated bathroom. the summit cooperative offers everything including a friendly staff,beautifully appointed lobby,outdoor pool and patio with barbecue area. the unit has assigned parking and has laundry on every floor. walk to all shopping,theaters and restaurants. easy metro north commute to nyc grand central station and easy access to all major highways. monthly maintenance does not include star discount. additional information: heatingfuel:oil above ground,"
765240210,"office building on main street new city with a professional tenant mix incl. med. docs,therapists,accountant,attorney,etc. suite 101 is a bright corner unit consisting of a 2 private offices,a reception area,and a common area with separate entrance. other current available spaces in the building are suite 302b - 125 sf,302c- 150 sq. ft which share 148 sq ft common reception area. on 5th floor there is an additional 800 sq.ft. available. modified gross lease; base rent + pro-rata of utilities & tax. handicap accessible atrium/lobby,elevator & easy access parking w/plenty spaces."
486253143,"gorgeous, quality built 3 bdrm, 2 bath ranch built by stickl construction is so impressive. bright open floor plan. ceramic flr in foyer. great rm w/cathedral ceiling, skylites & gas fireplace. kitchen w/hickory cabinets, hrdwd flring, recessed lighting, brkfst bar, granite counters & eating area w/cath ceiling & french dr to concrete patio. master bdrm w/tray ceiling, walk-in closet & full bath. pocket dr in kitchen to 1st flr laundry. finished garage, central air, 200 amp electric, energy star rated home. excellent location near bike path to nature trail & buckhorn park."
189335933,"formerly run as successful b & b. historic farmhouse on 6 acres. large lawns & natural 1 acre pond, surrounded by woods for privacy. built in the early 1800's w/ large 1850 addition, this restored 4+ bdrm, 4 bath home retains many original details,such as antique glass in the multi-paned windows,plaster walls,deep hand-planed moldings, solid wood doors & wide-plank pine floors.recent improvements include a large, eat-in country kitchen with restored vintage stove, updated mechanicals. the early 1800's 2-story section includes a family room/office suite with separate entrance. this part of the house could easily be used as 2 large b&b suites, home office, or apartment for caretaker/in-laws with complete privacy.with over 3200 sq ft & a well-sited location on a quiet, scenic country road, this house is only 10 minutes to woodstock, and 5 minutes to both the thruway & hits. this serene property can fulfill your dreams."
481441512,"a perfect blend of stone & brick, w/accents of shake siding on this traditional facade. the foyer is flanked by a living rm & spacious dining rm w/ butler's pantry. the center of the home is the family rm w/ bright windows, which adjoins the well appointed gourmet kit w/ bay-window, lg. island & walk-in pantry. a private den is located off of the rear of the home offering views of a private yard. upstairs 2 bedrooms share a jack & jill bath & a 3rd includes a private guest bath. the home is completed by an owner's suite w/ private spa bath. priced to sell!!!"
498817638,"show-stopping nearly new modern residence in the heart of scarsdale that sets a new standard for ultra-luxury living. appointed with every conceivable modern amenity,this bespoke contemporary castle was designed to withstand the test of time and masterfully built by the distinguished cum laude group,an elite and highly-regarded custom builder with projects throughout scarsdale and westchester. the resort-style setting features a brand new gunite pool with automatic cover surrounded by a bluestone patio. high-tech meets high-style with smart home technology by savant featuring integrated lighting,audio-visual,security (4 cameras with night-vision),automatic shades,energy-efficient geothermal heating and cooling and a full house generator. beautifully crafted with custom modern details and exquisite windows and doors by lepage. the spectacular two-story entrance hall features a custom floating staircase that welcomes guests into the modern interior spaces detailed with 10-foot ceilings and walls of glass showcasing panoramic property views. thoughtfully designed for casual everyday enjoyment and entertaining,the spectacular open kitchen-family room layout includes a 15-foot floating island with seating and storage,sleek appliances,and opens to the breakfast area surrounded by windows and walls of glass. the family room features a linear gas fireplace and multiple glass doors open to the bluestone patio,pool,pergola with a built-in outdoor kitchen with lynx appliances,fire pit and beautiful professionally landscaped backyard. every room on the first level features direct access to the resort-like property-- truly the perfect layout for seamless indoor-outdoor entertaining with style! 6 generously-scaled ensuite bedrooms include the primary suite with a bedroom-sized custom walk-in closet and a luxurious bathroom with a free standing tub and a separate glass-enclosed shower. the amenities continue on the lower level. accessible by 2 interior staircases and two separate entries from the outdoors it features a fitness room,a luxurious wet room with sauna,and a full bath. a custom glass-enclosed and temperature-controlled wine room,a spacious recreation area with a kitchenette and an additional powder room,plus an ensuite guest bedroom suite complete this magnificent fox meadow residence. nestled in the heart of scarsdale's highly sought-after fox meadow neighborhood,this custom chateau is perfectly located within a short walk to the newly renovated public library,fox meadow elementary school,scarsdale high school,and outdoor recreation including the running track,tennis/paddle courts,sports fields,parks,and playgrounds. the scarsdale train station,village shops,and restaurants are also within walking distance of this modern masterpiece!"
496916382,"move right in! this neat,sweet and petite home is perfect for those looking for something not too large,with all one level ease that has been lovingly maintained over the years! situated on a lovely .88 acre of lawns and just moments to all things convenient such as shopping,restaurants,the hospital,amtrak & the specialty shops of hudson,it's the perfect place to call home. the large living room welcomes you & the uniquely arched doorways add a touch of period charm. the kitchen offers plenty of work space,stainless appliances & ample room for your dining table with laundry nearby. hardwood floors can be found under the plush carpeting,expose them for a different home decor flavor or enjoy the great padding and soft feel. there are two nicely proportioned bedrooms for a home of its size & a cheery full bath off the hallway. the lower level boast room for two cars tandem &plenty of storage,while the generac generator will assure your comfort & peace of mind year-round!"
744370857,"apartment being renovated. all new-granite kit,new bathroom,new carpet. heat and water included. showings will start on september 1st.. september 15th occupancy."
188043038,"commission not deemed earned by selling broker until and unless said property closes. no offer considered accepted until formal contract of sale is fully signed and delivered. information deemed accurate but not guaranteed. prospective buyers/agents should verify all information. cannot advertise w/o permission of lb. must send pre approval/pof & signed covid form before showings! call showingtime for all appts mask,gloves & booties (or remove shoes) to be worn please!! *** 24 hour notice ***"
763005816,
184020110,**as per owners- no more shows accepted offer. all information deemed reliable but not guaranteed and should be verified by buyer. as per owner pre approval/ proof of funds required to schedule showings. no shows until open house. all offers must be in writing with mortgage pre-approval and/ or proof of funds. no offer considered final until contracts fully executed.
191015177,"something for every member of the family with this amazing colonial! spectacular curved stairway greets you as you enter from the front porch. beautiful neighborhood in a country relaxed atmosphere, yet only minutes to route 81 and all conveniences. master bedroom/bath suite with soaking tub, separate shower and spacious walk in closet. custom kitchen with breakfast island. 1st floor laundry as well as a first floor bedroom/office right next to the entrance from the garage. finished bonus room/bedroom over garage. full walkout basement leads to the spacious yard. quality workmanship and special features throughout. built as the seller's forever home, it features smart choices for low maintenance and year round enjoyment. taxes are approx. and do not include any exemptions."
100861106,"well maintained,3 bedroom (could be 4th) two story colonial close to everything. living room with brick fireplace,2 lovely stain glass windows and built-ins. large formal dining room. kitchen w/granite counters,ceramic floors and newer appliances. small covered porch to backyard. hardwood floors. new roof. furnace 5 years new. hook up for central air.to show it is to sell it."
483696507,"top floor 2 bedroom,one and 1/2 bathroom price to sell with low flip tax .unit has large bedrooms,,living room eat in kitchen,foyer and dining area . building has beautiful lobby,new elevator and an outside patio in the back . all utilities included in maintenance! close to restaurants,shooping,train stations and bus stops . very close proximity to major highways ."
648359886,"beautiful sunlit ranch nestled on magnificent private lush acre w/2 driveways in roslyn hrbr & old brkvle. lg eik w/granite & cherry wood. spacious lr w/fpl. exquisite detail thru-out. gorgeous lg master ste w/all marble bth,hot tub & steam shr. wood floors. many closets. finished bsmt. w/ose,fpl & bar. close to rr & shopping. gas line in street. low,low taxes!,additional information: appearance:mint,separate hotwater heater:y"
188500745,"great location! sold 'as-is,front porch and large rear deck,200 amp. electric,natural gas cooking,oil hot water boiler,additional information: appearance:needs tlc"
188260511,great 6br 3bth home in middle country sd close to shopping. all info must be verified
780490950,"great opportunity to own this beautiful hdfc coop in a centrally-located area! it is very spacious and features 1 large bedroom,a bathroom,and a large living room. 2nd floor walk up .the kitchen is equipped with a gas stove and a refrigerator. hardwood floors throughout the apartment. close to shops,public transportation and parks. minimum down-payment 10%,and the household income can't exceed 120% of the area median income ami (1 person $95,520; 2 persons $109,200; 3 persons $122,880). a must see!"
649603218,"great location in this active community,near pools,clubhouse,laundry & gym. unit has just been updated with new hardwood floors,everything has been freshly painted,new blinds on windows,new lighting fixtures in kitchen & dining room,new fridge,counter top,sink & faucet in kitchen. bath has new vanity,medicine cabinet & raindrop shower. just move in and enjoy!!"
498765939,"what an absolutely wonderful house on incredible property,all in great condition and with low taxes!! this classic tudor has perfect curb appeal with its immaculate,newly painted exterior and sealed windows,classic roof lines,specimen bushes and trees,and beautiful flowers and stonework throughout the front and back yards. in addition,there are two separate,amazing entertaining areas - one under the gorgeous,wisteria-draped pergola,and one down a path to an even larger area for bbq's,perhaps a fire-pit,and play areas for adults and children alike! inside,all of the period details you would expect - built-in shelving,archways between rooms,banisters with 1930's woodwork,and impeccable hardwood floors. all of this with modern conveniences - an updated,eat in kitchen with stainless steel appliances,newly painted bathrooms,and three great bedrooms - all with new a/c units and ceiling fans. tremendous storage areas,too! taxes with star rebate would come down to $11,548. additional information: amenities:storage,"
464091189,"prime location!!! a block from roosevelt ave! near 7;e;f;m;r train tenant should re-verify self .... spacious 3 bedroom,living room,and 2 bath"
184392788,"you don't need a diamond cutter to know that this stone is a gem..all new.. completely updated 5 br..1.5 bath expanded ranch with huge living room..gorgeous eik with quartz countertop..ss appliances..oversized master br with walk in closet..new roof..siding..windows..garage door..driveway..oversized garage.,.,new 200 amp elec..laundry room on 2nd fl..beautiful laminate floors throughout"
498742401,"this distinguished seven-bedroom,six-and-a-half-bathroom brick colonial epitomizes timeless grandeur and refined living. situated on an expansive,private estate,this residence seamlessly blends classical elegance with modern luxury,offering an exceptional retreat in one of armonk's most prestigious locations. upon entry,a dramatic foyer welcomes guests with soaring ceilings,intricate millwork,and a sense of stately sophistication. the chef’s kitchen,designed for culinary excellence,features premium appliances,custom cabinetry,a large center island,expansive pantry and separate butler's area. a sunlit breakfast area offers picturesque views of the private backyard,creating a seamless connection between indoor refinement and outdoor serenity. the main level is thoughtfully designed to accommodate both grand entertaining and comfortable everyday living,with a gracious formal dining room,an inviting great room centered around an elegant fireplace,and a distinguished office. the luxurious primary suite serves as a private sanctuary,boasting a spa-inspired ensuite bath and a sprawling walk-in closet. five additional bedrooms provide ample accommodations for family and guests,each thoughtfully appointed with exceptional attention to detail. the full walk-out basement with summer kitchen,gym and cabana full bath is two thousand square feet and presents limitless possibilities. outdoors,the meticulously manicured grounds frame a sparkling pool and expansive patio,offering a private oasis for relaxation and recreation. this extraordinary estate represents a rare opportunity to acquire a residence of unparalleled elegance and privacy,all within close proximity to downtown armonk,the north white plains train,and much more!"
777038757,"the jackson is our newest condo development to hit jackson height. finished with a very high standard,this 1 bed 1 bath 1 den unit with 16.9 sf balcony features floor-to-ceiling windows,hardwood flooring,custom cabinetry,tiled ensuite baths,top brand appliances,in-unit laundry,with open space to live,work,and entertain! this brand new condo building is conveniently located between 2 of the busiest streets of jackson heights and minutes away from the 7 train stations. close to all gourmet dining,farmers markets,shopping,parks,and more."
183013913,"amazing 1 family house in old mill basin prime location, huge newly renovated !! new plumbing and electric. split units heat/ac! chef's kitchens! drive way. owner duplex with a huge deck!"
463510281,"first time on the market! located minutes from cooperstown on 15 sub-dividable acres! this charming 4 bedroom,3 bath,desirable center hall colonial has plenty of room for the whole family! enjoy cooking in the centrally located kitchen,conveniently located steps from the huge formal dining room and separate every day dining area which leads to the back porch over looking the gardens. four!! spacious upstairs bedrooms with abundant closet space,and 2 addt'l nearby bonus rooms perfect for storage or a small den or office. could be 5th bedroom? the family room with built-in cabinets sits adjacent to the sunny living room with high ceilings tall windows and wood burning fireplace make this almost 3000sq foot home a must see. all the charm of yester year with modern conveniences. plenty of room to roam outside with established perennial gardens areas,rock walls,large garden shed. another small barn and 2 car garage provide more storage space. call today for your private tour."
652577460,"unheard of never available lot on east ave. bring us your plan or look at ours.mature lot with approval for the preservation district and historical guidlines of the neighborhood. this is in the heart of the east ave. district. close to everything,middle of center city. once in a lifetime opportunity"
497953239,"excellent location, near rpi, nice neighborhood."
496999452,"situated on a corner parcel of property towards the end of a quiet cull-de-sac in a wonderful commuter location,this well maintained 3 bedroom,2 bathroom split level home,features: a spacious living room with a large front window that allows natural light to flow through the home,hardwood floors & an energy efficient pellet stove fireplace insert (great savings on utility bills) open to the dining room & kitchen with stainless steel appliances. continue to to the upper level to the master bedroom & bathroom with a walk in closet,2nd bedroom with attached room,that can be used as a play room or would make a great office/den & hall way bathroom. lower walk out level features: a spacious family room with side entrance,a large 1st floor bedroom,laundry/utility/storage room & attached one car garage with spacious drive way,lovely garden property & garden shed,close by schools,shopping,rt 55 & taconic parkway with an easy commute to metro north trains."
463919103,"just listed! two family spacious center hall colonial on 6,000 sq. ft. of prime corner property boasts, formal living room, formal dining room with pocket doors to large eat-in kitchen with sliders to patio & beautiful yard. family room with sliders to yard & half bath. spacious master bedroom with private bath & walk in closet. 3 additional bedrooms plus office/den. full bath, attic storage, four zone baseboard heat, 2 central air units sprinkler and security systems. built-in garage and large basement with french drain system. anderson windows & attic storage. centrally located near train, buses shops & more. subject to e & o. house and lot size approx."
183279413,"meticulously maintained entress built home. 3 large bedrms with 1.5 baths. upates to include flooring, windows, doors, mechanics and more. new gas frplc in family room w/slider to deck and patio. partially finished basement."
772753041,"open & bright 1 bedroom. living room with cathedral ceilings,skylights,ceiling fans & walk in closet. entry with coat closet. eat in kitchen. large walk in closet in bedroom. updated full bath. heat included. off street parking. no smoking. no pets. great location walk to main street.,additional information: appearance:mint"
728480793,"beautiful apartment located in the heart of great neck,near all that great neck has to offer. this one bedroom co-op is perfect for your next home"
464469168,"discover this fully renovated 4-bedroom,4-bath contemporary home,perfectly situated on 2.3 private acres with water views. designed for both relaxation and entertainment,this retreat features a private dock,heated pool,sports court,and an expansive deck ideal for lounging or hosting gatherings. inside,the open-concept living space is bathed in natural light from its southern exposure,seamlessly connecting the kitchen,dining,and living areas to the pool deck. the first floor includes three generously sized guest bedrooms and three full baths,offering comfort and convenience. upstairs,the luxurious primary suite awaits,complete with a walk-in closet,spa-like bathroom with a soaking tub,sauna,and a private balcony perfect for enjoying sunrise and sunset views. located just moments from the vibrant village of westhampton beach and nearby ocean beaches,this home is the ultimate hamptons retreat. make this your summer sanctuary!"
408184854,subject to bank approval of a short sale. submit all offers to bob4homes@yahoo.com property is boarded up and cannot be seen because there is no access. this house is only a shell. there is no certificate of occupancy
481883190,"ultimate urban penthouse living, be king of your own city with jaw dropping, socially inspiring city views of everything, 8000 sf of uber cool and ultra chic manhattan-esque maintenance free space, full southern exposure, major outdoor space, private elevator and garage-complete escape from everything. pictures taken from condo patio. fully furnished except for the art work."
480523035,"easy living with amazing 3 bedroom 2.5 baths townhouse in wild oaks. home features move in condition with stainless steel appliances,hardwood flooring,over sized bedrooms and plenty of storage! close to golden's bridge metro north train station and i-684. a commuters dream! a must see!"
185687684,"country setting with plenty of privacy. immaculately maintained colonial with huge, 22' x 26' great room addition complete with cathedral ceilings, built-in cabinets, gas fireplace, in ceiling surround sound speakers & slider to patio. three bedrooms up and office/den down (possible br4 or in-law). formal living room & two open, casual dining spaces. two car garage plus 11' x 16' shed/barn. full basement, including addition for extra storage. all situated on 1.8 acre, rural estate. lots of room for pool, soccer, baseball...delayed showings to 9/9 and offers to 9/14 at 6:00 pm"
183807431,
184947260,"perfect summer home w/parking for 3 cars. all new,wrap around deck,back patio,2bedrooms,1 bath,house will be fully furnished. easy show kob"
809839815,"extraordinary whole house rental in the much sought after section of holliswood! don't miss out on this opportunity-sunny & spacious living quarters which are further complimented by a private yard space,perfect for entertaining or simply relaxing with a cup of morning brew. we look forward to having you over!"
747392358,"this is an amazing 500 sq ft studio coop in the heart of elmhurst, located on the 2th floor of the elevator building, hardwood flrs throughout, 3 closets and a large living rm area. affordable while minutes away from transportation, shops, restaurants, & more! don't miss this opportunity to own rather than rent!"
185455781,"welcome to 9 tree line drive in liverpool! this beautifully updated 4-bedroom, 2.5-bath home offers modern living with a spacious layout. the updated kitchen features sleek countertops, stainless steel appliances, and plenty of storage. upstairs, the primary suite includes an ensuite bath, with three additional well-sized bedrooms. additional highlights include central air, a 2-car garage, and a private backyard. located in a quiet neighborhood close to schools, parks, and shopping, this home is a perfect rental opportunity. don't miss out, this won't last long!"
497547807,"beach front community,private beach,washer/dryer,additional information: appearance:exc,interior features:efficiency kitchen"
